"apathetic","partial stress"
"apathy","partial stress"
"apeshit","partial stress"
"apocalyptic","partial stress"
"apologise","normal"
"apologised","normal"
"apologises","normal"
"apologising","normal"
"apologize","normal"
"apologized","normal"
"apologizes","normal"
"apologizing","normal"
"apology","normal"
"appalled","partial stress"
"appalling","partial stress"
"appease","happy"
"appeased","happy"
"appeases","happy"
"appeasing","happy"
"applaud","happy"
"applauded","happy"
"applauding","happy"
"applauds","happy"
"applause","happy"
"appreciate","happy"
"appreciated","happy"
"appreciates","happy"
"appreciating","happy"
"appreciation","happy"
"apprehensive","partial stress"
"approval","happy"
"approved","happy"
"approves","happy"
"ardent","normal"
"arrest","partial stress"
"arrested","partial stress"
"arrests","partial stress"
"arrogant","partial stress"
"ashame","partial stress"
"ashamed","partial stress"
"ass","high stress"
"assassination","partial stress"
"assassinations","partial stress"
"asset","happy"
"assets","happy"
"assfucking","high stress"
"asshole","high stress"
"astonished","happy"
"astound","happy"
"astounded","happy"
"astounding","happy"
"astoundingly","happy"
"astounds","happy"
"attack","normal"
"attacked","normal"
"attacking","normal"
"attacks","normal"
"attract","normal"
"attracted","normal"
"attracting","happy"
"attraction","happy"
"attractions","happy"
"attracts","normal"
"audacious","happy"
"authority","normal"
"avert","normal"
"averted","normal"
"averts","normal"
"avid","happy"
"avoid","normal"
"avoided","normal"
"avoids","normal"
"await","normal"
"awaited","normal"
"awaits","normal"
"award","happy"
"awarded","happy"
"awards","happy"
"awesome","very happy"
"awful","partial stress"
"awkward","partial stress"
"axe","normal"
"axed","normal"
"backed","normal"
"backing","happy"
"backs","normal"
"bad","partial stress"
"badass","partial stress"
"badly","partial stress"
"bailout","partial stress"
"bamboozle","partial stress"
"bamboozled","partial stress"
"bamboozles","partial stress"
"ban","partial stress"
"banish","normal"
"bankrupt","partial stress"
"bankster","partial stress"
"banned","partial stress"
"bargain","happy"
"barrier","partial stress"
"bastard","high stress"
"bastards","high stress"
"battle","normal"
"battles","normal"
"beaten","partial stress"
"beatific","happy"
"beating","normal"
"beauties","happy"
"beautiful","happy"
"beautifully","happy"
"beautify","happy"
"belittle","partial stress"
"belittled","partial stress"
"beloved","happy"
"benefit","happy"
"benefits","happy"
"benefitted","happy"
"benefitting","happy"
"bereave","partial stress"
"bereaved","partial stress"
"bereaves","partial stress"
"bereaving","partial stress"
"best","happy"
"betray","partial stress"
"betrayal","partial stress"
"betrayed","partial stress"
"betraying","partial stress"
"betrays","partial stress"
"better","happy"
"bias","normal"
"biased","partial stress"
"big","normal"
"bitch","high stress"
"bitches","high stress"
"bitter","partial stress"
"bitterly","partial stress"
"bizarre","partial stress"
"blah","partial stress"
"blame","partial stress"
"blamed","partial stress"
"blames","partial stress"
"blaming","partial stress"
"bless","happy"
"blesses","happy"
"blessing","happy"
"blind","normal"
"bliss","happy"
"blissful","happy"
"blithe","happy"
"block","normal"
"blockbuster","happy"
"blocked","normal"
"blocking","normal"
"blocks","normal"
"bloody","partial stress"
"blurry","partial stress"
"boastful","partial stress"
"bold","happy"
"boldly","happy"
"bomb","normal"
"boost","normal"
"boosted","normal"
"boosting","normal"
"boosts","normal"
"bore","partial stress"
"bored","partial stress"
"boring","partial stress"
"bother","partial stress"
"bothered","partial stress"
"bothers","partial stress"
"bothersome","partial stress"
"boycott","partial stress"
"boycotted","partial stress"
"boycotting","partial stress"
"boycotts","partial stress"
"brainwashing","partial stress"
"brave","happy"
"breakthrough","happy"
"breathtaking","very happy"
"bribe","partial stress"
"bright","normal"
"brightest","happy"
"brightness","normal"
"brilliant","very happy"
"brisk","happy"
"broke","normal"
"broken","normal"
"brooding","partial stress"
"bullied","partial stress"
"bullshit","high stress"
"bully","partial stress"
"bullying","partial stress"
"bummer","partial stress"
"buoyant","happy"
"burden","partial stress"
"burdened","partial stress"
"burdening","partial stress"
"burdens","partial stress"
"calm","happy"
"calmed","happy"
"calming","happy"
"calms","happy"
"can't stand","partial stress"
"cancel","normal"
"cancelled","normal"
"cancelling","normal"
"cancels","normal"
"cancer","normal"
"capable","normal"
"captivated","happy"
"care","happy"
"carefree","normal"
"careful","happy"
"carefully","happy"
"careless","partial stress"
"cares","happy"
"cashing in","partial stress"
"casualty","partial stress"
"catastrophe","partial stress"
"catastrophic","high stress"
"cautious","normal"
"celebrate","happy"
"celebrated","happy"
"celebrates","happy"
"celebrating","happy"
"censor","partial stress"
"censored","partial stress"
"censors","partial stress"
"certain","normal"
"chagrin","partial stress"
"chagrined","partial stress"
"challenge","normal"
"chance","happy"
"chances","happy"
"chaos","partial stress"
"chaotic","partial stress"
"charged","partial stress"
"charges","partial stress"
"charm","happy"
"charming","happy"
"charmless","partial stress"
"chastise","partial stress"
"chastised","partial stress"
"chastises","partial stress"
"chastising","partial stress"
"cheat","partial stress"
"cheated","partial stress"
"cheater","partial stress"
"cheaters","partial stress"
"cheats","partial stress"
"cheer","happy"
"cheered","happy"
"cheerful","happy"
"cheering","happy"
"cheerless","partial stress"
"cheers","happy"
"cheery","happy"
"cherish","happy"
"cherished","happy"
"cherishes","happy"
"cherishing","happy"
"chic","happy"
"childish","partial stress"
"chilling","normal"
"choke","partial stress"
"choked","partial stress"
"chokes","partial stress"
"choking","partial stress"
"clarifies","happy"
"clarity","happy"
"clash","partial stress"
"classy","happy"
"clean","happy"
"cleaner","happy"
"clear","normal"
"cleared","normal"
"clearly","normal"
"clears","normal"
"clever","happy"
"clouded","normal"
"clueless","partial stress"
"cock","high stress"
"cocksucker","high stress"
"cocksuckers","high stress"
"cocky","partial stress"
"coerced","partial stress"
"collapse","partial stress"
"collapsed","partial stress"
"collapses","partial stress"
"collapsing","partial stress"
"collide","normal"
"collides","normal"
"colliding","normal"
"collision","partial stress"
"collisions","partial stress"
"colluding","partial stress"
"combat","normal"
"combats","normal"
"comedy","normal"
"comfort","happy"
"comfortable","happy"
"comforting","happy"
"comforts","happy"
"commend","happy"
"commended","happy"
"commit","normal"
"commitment","happy"
"commits","normal"
"committed","normal"
"committing","normal"
"compassionate","happy"
"compelled","normal"
"competent","happy"
"competitive","happy"
"complacent","partial stress"
"complain","partial stress"
"complained","partial stress"
"complains","partial stress"
"comprehensive","happy"
"conciliate","happy"
"conciliated","happy"
"conciliates","happy"
"conciliating","happy"
"condemn","partial stress"
"condemnation","partial stress"
"condemned","partial stress"
"condemns","partial stress"
"confidence","happy"
"confident","happy"
"conflict","partial stress"
"conflicting","partial stress"
"conflictive","partial stress"
"conflicts","partial stress"
"confuse","partial stress"
"confused","partial stress"
"confusing","partial stress"
"congrats","happy"
"congratulate","happy"
"congratulation","happy"
"congratulations","happy"
"consent","happy"
"consents","happy"
"consolable","happy"
"conspiracy","partial stress"
"constrained","partial stress"
"contagion","partial stress"
"contagions","partial stress"
"contagious","normal"
"contempt","partial stress"
"contemptuous","partial stress"
"contemptuously","partial stress"
"contend","normal"
"contender","normal"
"contending","normal"
"contentious","partial stress"
"contestable","partial stress"
"controversial","partial stress"
"controversially","partial stress"
"convince","normal"
"convinced","normal"
"convinces","normal"
"convivial","happy"
"cool","normal"
"cool stuff","happy"
"cornered","partial stress"
"corpse","normal"
"costly","partial stress"
"courage","happy"
"courageous","happy"
"courteous","happy"
"courtesy","happy"
"cover-up","partial stress"
"coward","partial stress"
"cowardly","partial stress"
"coziness","happy"
"cramp","normal"
"crap","partial stress"
"crash","partial stress"
"crazier","partial stress"
"craziest","partial stress"
"crazy","partial stress"
"creative","happy"
"crestfallen","partial stress"
"cried","partial stress"
"cries","partial stress"
"crime","partial stress"
"criminal","partial stress"
"criminals","partial stress"
"crisis","partial stress"
"critic","partial stress"
"criticism","partial stress"
"criticize","partial stress"
"criticized","partial stress"
"criticizes","partial stress"
"criticizing","partial stress"
"critics","partial stress"
"cruel","partial stress"
"cruelty","partial stress"
"crush","normal"
"crushed","partial stress"
"crushes","normal"
"crushing","normal"
"cry","normal"
"crying","partial stress"
"cunt","high stress"
"curious","normal"
"curse","normal"
"cut","normal"
"cute","happy"
"cuts","normal"
"cutting","normal"
"cynic","partial stress"
"cynical","partial stress"
"cynicism","partial stress"
"damage","partial stress"
"damages","partial stress"
"damn","high stress"
"damned","high stress"
"damnit","high stress"
"danger","partial stress"
"daredevil","happy"
"daring","happy"
"darkest","partial stress"
"darkness","normal"
"dauntless","happy"
"dead","partial stress"
"deadlock","partial stress"
"deafening","normal"
"dear","happy"
"dearly","happy"
"death","partial stress"
"debonair","happy"
"debt","partial stress"
"deceit","partial stress"
"deceitful","partial stress"
"deceive","partial stress"
"deceived","partial stress"
"deceives","partial stress"
"deceiving","partial stress"
"deception","partial stress"
"decisive","normal"
"dedicated","happy"
"defeated","partial stress"
"defect","partial stress"
"defects","partial stress"
"defender","happy"
"defenders","happy"
"defenseless","partial stress"
"defer","normal"
"deferring","normal"
"defiant","normal"
"deficit","partial stress"
"degrade","partial stress"
"degraded","partial stress"
"degrades","partial stress"
"dehumanize","partial stress"
"dehumanized","partial stress"
"dehumanizes","partial stress"
"dehumanizing","partial stress"
"deject","partial stress"
"dejected","partial stress"
"dejecting","partial stress"
"dejects","partial stress"
"delay","normal"
"delayed","normal"
"delight","happy"
"delighted","happy"
"delighting","happy"
"delights","happy"
"demand","normal"
"demanded","normal"
"demanding","normal"
"demands","normal"
"demonstration","normal"
"demoralized","partial stress"
"denied","partial stress"
"denier","partial stress"
"deniers","partial stress"
"denies","partial stress"
"denounce","partial stress"
"denounces","partial stress"
"deny","partial stress"
"denying","partial stress"
"depressed","partial stress"
"depressing","partial stress"
"derail","partial stress"
"derailed","partial stress"
"derails","partial stress"
"deride","partial stress"
"derided","partial stress"
"derides","partial stress"
"deriding","partial stress"
"derision","partial stress"
"desirable","happy"
"desire","normal"
"desired","happy"
"desirous","happy"
"despair","partial stress"
"despairing","partial stress"
"despairs","partial stress"
"desperate","partial stress"
"desperately","partial stress"
"despondent","partial stress"
"destroy","partial stress"
"destroyed","partial stress"
"destroying","partial stress"
"destroys","partial stress"
"destruction","partial stress"
"destructive","partial stress"
"detached","normal"
"detain","partial stress"
"detained","partial stress"
"detention","partial stress"
"determined","happy"
"devastate","partial stress"
"devastated","partial stress"
"devastating","partial stress"
"devoted","happy"
"diamond","normal"
"dick","high stress"
"dickhead","high stress"
"die","partial stress"
"died","partial stress"
"difficult","normal"
"diffident","partial stress"
"dilemma","normal"
"dipshit","partial stress"
"dire","partial stress"
"direful","partial stress"
"dirt","partial stress"
"dirtier","partial stress"
"dirtiest","partial stress"
"dirty","partial stress"
"disabling","normal"
"disadvantage","partial stress"
"disadvantaged","partial stress"
"disappear","normal"
"disappeared","normal"
"disappears","normal"
"disappoint","partial stress"
"disappointed","partial stress"
"disappointing","partial stress"
"disappointment","partial stress"
"disappointments","partial stress"
"disappoints","partial stress"
"disaster","partial stress"
"disasters","partial stress"
"disastrous","partial stress"
"disbelieve","partial stress"
"discard","normal"
"discarded","normal"
"discarding","normal"
"discards","normal"
"disconsolate","partial stress"
"disconsolation","partial stress"
"discontented","partial stress"
"discord","partial stress"
"discounted","normal"
"discouraged","partial stress"
"discredited","partial stress"
"disdain","partial stress"
"disgrace","partial stress"
"disgraced","partial stress"
"disguise","normal"
"disguised","normal"
"disguises","normal"
"disguising","normal"
"disgust","partial stress"
"disgusted","partial stress"
"disgusting","partial stress"
"disheartened","partial stress"
"dishonest","partial stress"
"disillusioned","partial stress"
"disinclined","partial stress"
"disjointed","partial stress"
"dislike","partial stress"
"dismal","partial stress"
"dismayed","partial stress"
"disorder","partial stress"
"disorganized","partial stress"
"disoriented","partial stress"
"disparage","partial stress"
"disparaged","partial stress"
"disparages","partial stress"
"disparaging","partial stress"
"displeased","partial stress"
"dispute","partial stress"
"disputed","partial stress"
"disputes","partial stress"
"disputing","partial stress"
"disqualified","partial stress"
"disquiet","partial stress"
"disregard","partial stress"
"disregarded","partial stress"
"disregarding","partial stress"
"disregards","partial stress"
"disrespect","partial stress"
"disrespected","partial stress"
"disruption","partial stress"
"disruptions","partial stress"
"disruptive","partial stress"
"dissatisfied","partial stress"
"distort","partial stress"
"distorted","partial stress"
"distorting","partial stress"
"distorts","partial stress"
"distract","partial stress"
"distracted","partial stress"
"distraction","partial stress"
"distracts","partial stress"
"distress","partial stress"
"distressed","partial stress"
"distresses","partial stress"
"distressing","partial stress"
"distrust","partial stress"
"distrustful","partial stress"
"disturb","partial stress"
"disturbed","partial stress"
"disturbing","partial stress"
"disturbs","partial stress"
"dithering","partial stress"
"dizzy","normal"
"dodging","partial stress"
"dodgy","partial stress"
"does not work","partial stress"
"dolorous","partial stress"
"dont like","partial stress"
"doom","partial stress"
"doomed","partial stress"
"doubt","normal"
"doubted","normal"
"doubtful","normal"
"doubting","normal"
"doubts","normal"
"douche","partial stress"
"douchebag","partial stress"
"downcast","partial stress"
"downhearted","partial stress"
"downside","partial stress"
"drag","normal"
"dragged","normal"
"drags","normal"
"drained","partial stress"
"dread","partial stress"
"dreaded","partial stress"
"dreadful","partial stress"
"dreading","partial stress"
"dream","normal"
"dreams","normal"
"dreary","partial stress"
"droopy","partial stress"
"drop","normal"
"drown","partial stress"
"drowned","partial stress"
"drowns","partial stress"
"drunk","partial stress"
"dubious","partial stress"
"dud","partial stress"
"dull","partial stress"
"dumb","partial stress"
"dumbass","partial stress"
"dump","normal"
"dumped","partial stress"
"dumps","normal"
"dupe","partial stress"
"duped","partial stress"
"dysfunction","partial stress"
"eager","happy"
"earnest","happy"
"ease","happy"
"easy","normal"
"ecstatic","very happy"
"eerie","partial stress"
"eery","partial stress"
"effective","happy"
"effectively","happy"
"elated","happy"
"elation","happy"
"elegant","happy"
"elegantly","happy"
"embarrass","partial stress"
"embarrassed","partial stress"
"embarrasses","partial stress"
"embarrassing","partial stress"
"embarrassment","partial stress"
"embittered","partial stress"
"embrace","normal"
"emergency","partial stress"
"empathetic","happy"
"emptiness","normal"
"empty","normal"
"enchanted","happy"
"encourage","happy"
"encouraged","happy"
"encouragement","happy"
"encourages","happy"
"endorse","happy"
"endorsed","happy"
"endorsement","happy"
"endorses","happy"
"enemies","partial stress"
"enemy","partial stress"
"energetic","happy"
"engage","normal"
"engages","normal"
"engrossed","normal"
"enjoy","happy"
"enjoying","happy"
"enjoys","happy"
"enlighten","happy"
"enlightened","happy"
"enlightening","happy"
"enlightens","happy"
"ennui","partial stress"
"enrage","partial stress"
"enraged","partial stress"
"enrages","partial stress"
"enraging","partial stress"
"enrapture","happy"
"enslave","partial stress"
"enslaved","partial stress"
"enslaves","partial stress"
"ensure","normal"
"ensuring","normal"
"enterprising","normal"
"entertaining","happy"
"enthral","happy"
"enthusiastic","happy"
"entitled","normal"
"entrusted","happy"
"envies","normal"
"envious","partial stress"
"envy","normal"
"envying","normal"
"erroneous","partial stress"
"error","partial stress"
"errors","partial stress"
"escape","normal"
"escapes","normal"
"escaping","normal"
"esteemed","happy"
"ethical","happy"
"euphoria","happy"
"euphoric","very happy"
"eviction","normal"
"evil","partial stress"
"exaggerate","partial stress"
"exaggerated","partial stress"
"exaggerates","partial stress"
"exaggerating","partial stress"
"exasperated","happy"
"excellence","happy"
"excellent","happy"
"excite","happy"
"excited","happy"
"excitement","happy"
"exciting","happy"
"exclude","normal"
"excluded","partial stress"
"exclusion","normal"
"exclusive","happy"
"excuse","normal"
"exempt","normal"
"exhausted","partial stress"
"exhilarated","happy"
"exhilarates","happy"
"exhilarating","happy"
"exonerate","happy"
"exonerated","happy"
"exonerates","happy"
"exonerating","happy"
"expand","normal"
"expands","normal"
"expel","partial stress"
"expelled","partial stress"
"expelling","partial stress"
"expels","partial stress"
"exploit","partial stress"
"exploited","partial stress"
"exploiting","partial stress"
"exploits","partial stress"
"exploration","normal"
"explorations","normal"
"expose","normal"
"exposed","normal"
"exposes","normal"
"exposing","normal"
"extend","normal"
"extends","normal"
"exuberant","very happy"
"exultant","happy"
"exultantly","happy"
"fabulous","very happy"
"fad","partial stress"
"fag","partial stress"
"faggot","partial stress"
"faggots","partial stress"
"fail","partial stress"
"failed","partial stress"
"failing","partial stress"
"fails","partial stress"
"failure","partial stress"
"failures","partial stress"
"fainthearted","partial stress"
"fair","happy"
"faith","normal"
"faithful","happy"
"fake","partial stress"
"fakes","partial stress"
"faking","partial stress"
"fallen","partial stress"
"falling","normal"
"falsified","partial stress"
"falsify","partial stress"
"fame","normal"
"fan","happy"
"fantastic","very happy"
"farce","normal"
"fascinate","happy"
"fascinated","happy"
"fascinates","happy"
"fascinating","happy"
"fascist","partial stress"
"fascists","partial stress"
"fatalities","partial stress"
"fatality","partial stress"
"fatigue","partial stress"
"fatigued","partial stress"
"fatigues","partial stress"
"fatiguing","partial stress"
"favor","happy"
"favored","happy"
"favorite","happy"
"favorited","happy"
"favorites","happy"
"favors","happy"
"fear","partial stress"
"fearful","partial stress"
"fearing","partial stress"
"fearless","happy"
"fearsome","partial stress"
"fed up","partial stress"
"feeble","partial stress"
"feeling","normal"
"felonies","partial stress"
"felony","partial stress"
"fervent","happy"
"fervid","happy"
"festive","happy"
"fiasco","partial stress"
"fidgety","partial stress"
"fight","normal"
"fine","happy"
"fire","partial stress"
"fired","partial stress"
"firing","partial stress"
"fit","normal"
"fitness","normal"
"flagship","happy"
"flees","normal"
"flop","partial stress"
"flops","partial stress"
"flu","partial stress"
"flustered","partial stress"
"focused","happy"
"fond","happy"
"fondness","happy"
"fool","partial stress"
"foolish","partial stress"
"fools","partial stress"
"forced","normal"
"foreclosure","partial stress"
"foreclosures","partial stress"
"forget","normal"
"forgetful","partial stress"
"forgive","normal"
"forgiving","normal"
"forgotten","normal"
"fortunate","happy"
"frantic","normal"
"fraud","high stress"
"frauds","high stress"
"fraudster","high stress"
"fraudsters","high stress"
"fraudulence","high stress"
"fraudulent","high stress"
"free","normal"
"freedom","happy"
"frenzy","partial stress"
"fresh","normal"
"friendly","happy"
"fright","partial stress"
"frightened","partial stress"
"frightening","partial stress"
"frikin","partial stress"
"frisky","happy"
"frowning","normal"
"frustrate","partial stress"
"frustrated","partial stress"
"frustrates","partial stress"
"frustrating","partial stress"
"frustration","partial stress"
"ftw","happy"
"fuck","high stress"
"fucked","high stress"
"fucker","high stress"
"fuckers","high stress"
"fuckface","high stress"
"fuckhead","high stress"
"fucking","high stress"
"fucktard","high stress"
"fud","partial stress"
"fuked","high stress"
"fuking","high stress"
"fulfill","happy"
"fulfilled","happy"
"fulfills","happy"
"fuming","partial stress"
"fun","very happy"
"funeral","normal"
"funerals","normal"
"funky","happy"
"funnier","very happy"
"funny","very happy"
"furious","partial stress"
"futile","happy"
"gag","partial stress"
"gagged","partial stress"
"gain","happy"
"gained","happy"
"gaining","happy"
"gains","happy"
"gallant","happy"
"gallantly","happy"
"gallantry","happy"
"generous","happy"
"genial","happy"
"ghost","normal"
"giddy","partial stress"
"gift","happy"
"glad","happy"
"glamorous","happy"
"glamourous","happy"
"glee","happy"
"gleeful","happy"
"gloom","normal"
"gloomy","partial stress"
"glorious","happy"
"glory","happy"
"glum","partial stress"
"god","normal"
"goddamn","partial stress"
"godsend","very happy"
"good","happy"
"goodness","happy"
"grace","normal"
"gracious","happy"
"grand","happy"
"grant","normal"
"granted","normal"
"granting","normal"
"grants","normal"
"grateful","happy"
"gratification","happy"
"grave","partial stress"
"gray","normal"
"great","happy"
"greater","happy"
"greatest","happy"
"greed","partial stress"
"greedy","partial stress"
"green wash","partial stress"
"green washing","partial stress"
"greenwash","partial stress"
"greenwasher","partial stress"
"greenwashers","partial stress"
"greenwashing","partial stress"
"greet","normal"
"greeted","normal"
"greeting","normal"
"greetings","happy"
"greets","normal"
"grey","normal"
"grief","partial stress"
"grieved","partial stress"
"gross","partial stress"
"growing","normal"
"growth","happy"
"guarantee","normal"
"guilt","partial stress"
"guilty","partial stress"
"gullibility","partial stress"
"gullible","partial stress"
"gun","normal"
"ha","happy"
"hacked","normal"
"haha","happy"
"hahaha","happy"
"hahahah","happy"
"hail","happy"
"hailed","happy"
"hapless","partial stress"
"haplessness","partial stress"
"happiness","happy"
"happy","happy"
"hard","normal"
"hardier","happy"
"hardship","partial stress"
"hardy","happy"
"harm","partial stress"
"harmed","partial stress"
"harmful","partial stress"
"harming","partial stress"
"harms","partial stress"
"harried","partial stress"
"harsh","partial stress"
"harsher","partial stress"
"harshest","partial stress"
"hate","partial stress"
"hated","partial stress"
"haters","partial stress"
"hates","partial stress"
"hating","partial stress"
"haunt","normal"
"haunted","partial stress"
"haunting","normal"
"haunts","normal"
"havoc","partial stress"
"healthy","happy"
"heartbreaking","partial stress"
"heartbroken","partial stress"
"heartfelt","happy"
"heaven","happy"
"heavenly","very happy"
"heavyhearted","partial stress"
"hell","high stress"
"help","happy"
"helpful","happy"
"helping","happy"
"helpless","partial stress"
"helps","happy"
"hero","happy"
"heroes","happy"
"heroic","happy"
"hesitant","partial stress"
"hesitate","partial stress"
"hid","normal"
"hide","normal"
"hides","normal"
"hiding","normal"
"highlight","happy"
"hilarious","happy"
"hindrance","partial stress"
"hoax","partial stress"
"homesick","partial stress"
"honest","happy"
"honor","happy"
"honored","happy"
"honoring","happy"
"honour","happy"
"honoured","happy"
"honouring","happy"
"hooligan","partial stress"
"hooliganism","partial stress"
"hooligans","partial stress"
"hope","happy"
"hopeful","happy"
"hopefully","happy"
"hopeless","partial stress"
"hopelessness","partial stress"
"hopes","happy"
"hoping","happy"
"horrendous","partial stress"
"horrible","partial stress"
"horrific","partial stress"
"horrified","partial stress"
"hostile","partial stress"
"huckster","partial stress"
"hug","happy"
"huge","normal"
"hugs","happy"
"humerous","happy"
"humiliated","partial stress"
"humiliation","partial stress"
"humor","happy"
"humorous","happy"
"humour","happy"
"humourous","happy"
"hunger","partial stress"
"hurrah","very happy"
"hurt","partial stress"
"hurting","partial stress"
"hurts","partial stress"
"hypocritical","partial stress"
"hysteria","partial stress"
"hysterical","partial stress"
"hysterics","partial stress"
"idiot","partial stress"
"idiotic","partial stress"
"ignorance","partial stress"
"ignorant","partial stress"
"ignore","normal"
"ignored","partial stress"
"ignores","normal"
"ill","partial stress"
"illegal","partial stress"
"illiteracy","partial stress"
"illness","partial stress"
"illnesses","partial stress"
"imbecile","partial stress"
"immobilized","normal"
"immortal","happy"
"immune","normal"
"impatient","partial stress"
"imperfect","partial stress"
"importance","happy"
"important","happy"
"impose","normal"
"imposed","normal"
"imposes","normal"
"imposing","normal"
"impotent","partial stress"
"impress","happy"
"impressed","happy"
"impresses","happy"
"impressive","happy"
"imprisoned","partial stress"
"improve","happy"
"improved","happy"
"improvement","happy"
"improves","happy"
"improving","happy"
"inability","partial stress"
"inaction","partial stress"
"inadequate","partial stress"
"incapable","partial stress"
"incapacitated","partial stress"
"incensed","partial stress"
"incompetence","partial stress"
"incompetent","partial stress"
"inconsiderate","partial stress"
"inconvenience","partial stress"
"inconvenient","partial stress"
"increase","normal"
"increased","normal"
"indecisive","partial stress"
"indestructible","happy"
"indifference","partial stress"
"indifferent","partial stress"
"indignant","partial stress"
"indignation","partial stress"
"indoctrinate","partial stress"
"indoctrinated","partial stress"
"indoctrinates","partial stress"
"indoctrinating","partial stress"
"ineffective","partial stress"
"ineffectively","partial stress"
"infatuated","happy"
"infatuation","happy"
"infected","partial stress"
"inferior","partial stress"
"inflamed","partial stress"
"influential","happy"
"infringement","partial stress"
"infuriate","partial stress"
"infuriated","partial stress"
"infuriates","partial stress"
"infuriating","partial stress"
"inhibit","normal"
"injured","partial stress"
"injury","partial stress"
"injustice","partial stress"
"innovate","normal"
"innovates","normal"
"innovation","normal"
"innovative","happy"
"inquisition","partial stress"
"inquisitive","happy"
"insane","partial stress"
"insanity","partial stress"
"insecure","partial stress"
"insensitive","partial stress"
"insensitivity","partial stress"
"insignificant","partial stress"
"insipid","partial stress"
"inspiration","happy"
"inspirational","happy"
"inspire","happy"
"inspired","happy"
"inspires","happy"
"inspiring","happy"
"insult","partial stress"
"insulted","partial stress"
"insulting","partial stress"
"insults","partial stress"
"intact","happy"
"integrity","happy"
"intelligent","happy"
"intense","normal"
"interest","normal"
"interested","happy"
"interesting","happy"
"interests","normal"
"interrogated","partial stress"
"interrupt","partial stress"
"interrupted","partial stress"
"interrupting","partial stress"
"interruption","partial stress"
"interrupts","partial stress"
"intimidate","partial stress"
"intimidated","partial stress"
"intimidates","partial stress"
"intimidating","partial stress"
"intimidation","partial stress"
"intricate","happy"
"intrigues","normal"
"invincible","happy"
"invite","normal"
"inviting","normal"
"invulnerable","happy"
"irate","partial stress"
"ironic","normal"
"irony","normal"
"irrational","normal"
"irresistible","happy"
"irresolute","partial stress"
"irresponsible","happy"
"irreversible","normal"
"irritate","partial stress"
"irritated","partial stress"
"irritating","partial stress"
"isolated","normal"
"itchy","partial stress"
"jackass","high stress"
"jackasses","high stress"
"jailed","partial stress"
"jaunty","happy"
"jealous","partial stress"
"jeopardy","partial stress"
"jerk","partial stress"
"jesus","normal"
"jewel","normal"
"jewels","normal"
"jocular","happy"
"join","normal"
"joke","happy"
"jokes","happy"
"jolly","happy"
"jovial","happy"
"joy","happy"
"joyful","happy"
"joyfully","happy"
"joyless","partial stress"
"joyous","happy"
"jubilant","happy"
